Mode,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),ND143_ND14,SR87_SR86,PB206_PB20,PB207_PB20,PB208_PB20,Ba/Th,La (PM),Sm (PM),La/Sm (PM),Crustal Thickness
Normal,55.87,1.03,15.27,8.36,7.48,7.19,0.15,1.16,3.04,0.34,0.99,26,,193,174,1143,50,93,54,99,20,37,386,19,139,8,6,409,25,51,,19,,,,,,,,,,,,,8,4,4,,,,,,102.25,36.39010189,0,,57.25
Normal,55.87,0.86,16.14,6.61,6.91,5.48,0.11,1.7,3.54,0.23,0.67,17.9,,185,239,,28,58,37,101,,31.59,539,14.8,126,6.79,,566,16.63,36.32,4.58,19.18,4.05,1.07,3.45,0.52,2.9,0.58,1.6,0.23,1.46,0.23,3.38,0.39,9.18,2.38,0.51,0.512395,0.706626,,,,237.8151261,24.20669578,9.121621622,2.653771093,66.12999725
Normal,55.89,1.07,15.33,8.25,7.47,6.42,0.14,1.39,3.4,0.25,0.22,25,,215,159,1156,54,98,55,91,20,42,400,19,150,9,7,367,20,51,,22,,,,,,,,,,,,,9,4,4,,,,,,91.75,29.11208151,0,,57.25
Normal,55.9,1.06,17.9,6.93,8.6,3.2,0.16,1.95,3.2,0.28,0.94,23.2,,232.3,13,,20.3,10,,,,63.9,734,24.9,153.7,9,,404,22.18,45.94,5.69,24.09,5.1,1.52,4.71,0.73,4.09,0.85,2.48,,2.25,0.35,,,,6.11,,,,,,,66.12111293,32.2852984,11.48648649,2.810720096,37
Normal,55.92,1.38,16.53,5.94,3.56,2.01,0.17,2.14,5.09,0.42,3.7,,,93,19,,9,14,14,101,23,54,318,55,490,22,,773,82,120,,,,,,,,,,,,,,,14,8,4,,,,,,96.625,1125.181951,0,,37
Normal,55.96,0.84,18.52,7.99,8.17,3.9,0.17,0.54,3.29,0.17,,20.7,,136,3.2,,19.9,9,,83.6,,11.5,347,19.6,85,3.5,0.28,156,6.79,19,,12,3.33,1.06,,0.63,,,,,2.13,0.37,2.25,0.19,14.9,0.9,,,,,,,173.3333333,9.883551674,7.5,1.31780689,36
Normal,55.98,1.5,17.12,7.36,6.74,3.4,0.11,1.96,3.93,0.59,,1.564154258,,2.976289384,9,,0.676593629,2.451973584,3.26670912,21.99150416,17,153.5338264,45.51490574,6.368663741,80.87435546,13.61772066,4.149244991,199.0817957,33.74319847,63.02680428,5.719724221,18.18043305,2.776722612,,2.620562133,,1.155287384,,0.577261592,,0.625273833,,2.670338292,5.579242678,23.7906231,13.78870312,3.222085963,0.512233,0.70659,18.134,15.621,38.365,14.43803627,49.11673722,6.253879757,7.85380262,61
Normal,55.99,0.77,17.74,,7.66,4.6,0.13,0.92,3.57,0.2,,,,126,181,,,91,,,,23,901,15,87,7,,485,25,,,,,,,,,,,,,,,,,,,,,,,,,705.9679767,0,,30
Normal,56,0.998,18.53,6.05,6.09,2.72,0.094,2.08,4.06,0.299,,10.4,,106,114,,5.8,15,3,93,,177,326,32,220,19,,670,50,102,,56,7.8,1.53,,1,5.1,,,,,0.266,6.1,1.22,27,16,4.4,,,,,,41.875,72.78020378,17.56756757,4.142873139,42.5
Normal,56.0343802,0.68530625,15.84371335,7.10685715,6.03353075,4.2250884,0.1616079,1.65740135,2.2682617,0.2246312,5.015045135,22.08974137,,117.609,86.0675,,,9.8505,10.348,103.48,16.716,41.61355242,441.0563681,22.82792532,76.63262789,4.300919105,0.643877702,1921.440483,13.75843169,20.40179763,3.46227352,14.46309482,3.46512921,1.09417417,3.864392786,0.638542669,3.98098984,0.825566766,2.289554383,0.326430444,2.006533288,0.313922604,2.052167553,0.316541156,5.832809092,2.504953791,0.922658546,,,,,,767.0562586,20.02682924,7.804345068,2.566112732,42
Normal,56.04,0.86,16.87,6.35,7.37,4.09,0.11,1.91,3.49,0.21,1.02,19.6,,179,55,,22.6,19,42,92,,56.09,599,17.3,131,7.28,,579,20.47,42.33,5.38,21.63,4.36,1.15,3.75,0.57,3.22,0.65,1.78,0.25,1.64,0.26,3.59,0.48,10.25,5,1.09,0.512374,0.70669,,,,115.8,29.79621543,9.81981982,3.034293498,64.70999908
Normal,56.05,1.06,16.72,6.69,6.59,4.17,0.11,1.92,3.76,0.31,0.78,12.9,,163,130,,25.6,24,44,106,,35.14,718,14.3,148,6.78,,2705,22.12,45.83,5.86,24.47,4.71,1.17,4.07,0.55,2.9,0.53,1.38,0.2,1.19,0.19,3.64,0.45,7.18,3.11,0.98,0.512376,0.70628,,,,869.7749196,32.19796215,10.60810811,3.03522191,66.12999725
Normal,56.06,0.9,18.14,6.81,7.69,2.31,0.11,2.57,4.29,0.36,,10.9,,,10,,16,11,,,,64,1213,,120,,1.6,724,23,46,,25.5,5.16,1.68,,0.741,,,,,2.17,0.292,3.6,0.86,,2.5,1,0.512627,0.703503,18.325,15.54,37.932,289.6,33.47889374,11.62162162,2.88074202,60.75
Normal,56.1,0.79,19.02,6.42,8.72,3.54,0.13,0.84,3.8,0.25,,16.1,,158,14,,,19,,79,20.9,9.1,381,14.8,89,3.2,0.2,190,11.3,28.1,,15.6,3.46,1.1,,0.44,,,,,1.39,0.18,2.21,,7.8,3.3,,,,,,,57.57575758,16.44832606,7.792792793,2.110710049,36
Normal,56.1,1.3,17.3,7.74,6.9,3.5,0.1,2,3.7,0.4,0.2,19,,219,,,,,,,,72,523,27,231,15.6,1.2,461,32,66,8.3,34,6.6,1.6,6.2,0.86,5.1,0.96,2.72,0.4,2.6,0.51,6.3,0.97,14,7,1.6,,,,,,65.85714286,46.57933042,14.86486486,3.133518592,58.15999985
Normal,56.12,0.77,19.3,6.56,7.76,2.25,0.16,1.59,3.93,0.39,0.46,12,,,13,,12,,,,21,44,597,20,176,14,,488,21,55,,28,,,,,,,,,,,,,12,,,,,,,,,30.56768559,0,,64.66000366
Normal,56.14,0.95,17.58,6.75,6.92,3.5,0.11,1.96,3.33,0.22,0.65,17.9,,198,39,,22.2,12,47,88,,65.47,436,22.5,163,9.23,,564,23.51,49.63,6.05,24.08,4.93,1.11,4.53,0.67,4.11,0.82,2.32,0.33,2.19,0.34,4.32,0.62,9.56,8.51,2.3,0.512359,0.707348,,,,66.27497062,34.22125182,11.1036036,3.081995093,64.70999908
Normal,56.160387,0.67571445,15.99903285,7.1677014,6.5108223,3.48461935,0.10995745,1.4740925,1.86609265,0.2195766,5.851755527,21.54554918,,114.823,81.2915,,,9.8505,11.741,98.704,16.6165,40.05215286,480.6651324,19.03339362,77.25429881,4.247922366,1.231962837,1514.963477,12.48294072,20.1552196,3.078678759,12.78906735,3.026094065,0.973769299,3.254542556,0.548257953,3.402944549,0.709127636,1.930517491,0.287401636,1.816551568,0.292957691,2.116675892,0.322361071,5.509102234,2.594905662,0.897027363,0.512657,0.705023,,,,583.8221787,18.17021939,6.815527173,2.666003513,42
Normal,56.17,0.82,19.43,6.37,7.71,2.29,0.15,1.73,3.81,0.36,0.33,10,,,13,,,,,,20,49,592,22,187,13,,457,29,52,,30,,,,,,,,,,,,,,,,,,,,,,42.2125182,0,,64.66000366
Normal,56.19,1.1,17.71,7.12,7.86,4.19,0.11,1.42,3.64,0.27,0.68,20,,193,59,873,42,54,55,85,20,41,470,18,152,9,7,460,18,53,,22,,,,,,,,,,,,,7,4,4,,,,,,115,26.20087336,0,,57.25
Normal,56.2,0.832,17.9,3.6,7.01,3.52,0.116,1.53,3.66,0.2,1.580759056,1.47,,6.43,8,,0.62,1.27,3.5,35.86,19,83.75,103.55,7.69,69.01,14.22,1.42,926.54,28.09,56.75,5.43,18.03,2.58,0.57,1.9,0.27,1.55,0.29,0.88,0.13,0.83,0.14,2.58,0.95,16.12,6.67,0.84,0.512392,0.706176,18.3373612,15.61304544,38.67710346,138.9115442,40.88791849,5.810810811,7.036525507,55.61000061
Normal,56.2,1.046,17.2,6.83,6.94,3.64,0.117,1.84,3.8,0.276,,15.4,,144,31.8,,19.5,24,,,,82,573,20,157,8,4.63,587,25.4,54.3,,23.5,5.16,1.17,,0.458,,,,,1.5,0.216,5.02,0.69,12,12.51,3.39,,,,,,46.92246203,36.97234352,11.62162162,3.181341187,42.5
Normal,56.22,1.09,17.32,7.32,7.8,4.56,0.11,1.57,3.53,0.27,0.63,18,,186,179,877,44,61,60,84,21,39,456,19,148,9,6,397,23,53,,23,,,,,,,,,,,,,8,4,4,,,,,,99.25,33.47889374,0,,57.25
Normal,56.22,0.78,18.07,5.93,6.76,3.18,0.11,2.16,3.35,0.24,2.3,,,155,,,18,6,33,30,19,104,551,19,147,8,2.6,607,21,41,5.3,21,4,1,4,0.61,3.7,0.8,2.2,0.36,2.3,0.32,3.7,0.6,,5.9,1.2,0.512392,0.706579,18.779,15.6509,38.7783,102.8813559,30.56768559,9.009009009,3.3930131,66.12999725
Normal,56.24,1.54,16.06,8.55,9.2,3.46,0.14,1.18,3.35,0.28,,31,,251,444,,43.6,195,68.8,73.2,16.1,3.89,450,13.3,58.5,1.86,0.101,95.3,5.51,13.8,2,9.33,2.44,0.819,2.52,0.404,2.5,0.513,1.42,0.209,1.4,0.206,1.59,0.107,3.31,0.867,0.293,0.512896,0.703531,18.4935,15.5786,38.2728,109.9192618,8.020378457,5.495495495,1.459445916,36
Normal,56.25,1.08,15.78,7.89,7.46,6,0.13,1.57,3.26,0.25,0.85,22,,207,126,1018,658,89,54,90,20,39,415,18,146,8,7,548,18,52,,25,,,,,,,,,,,,,6,4,4,,,,,,137,26.20087336,0,,57.25
Normal,56.27,0.82,18.41,7,7.5,4.02,0.12,0.71,3.85,0.17,0.43,22,,169,64,,24,37,,74,17,20,447,17,81,2.7,0.93,231,8,19,2.7,12,2.8,0.94,2.8,,2.6,0.57,1.5,,1.6,0.25,2.1,0.12,5.1,1.4,0.36,,,,,,165,11.64483261,6.306306306,1.846537742,36
Normal,56.28,1.07,18.6,5.75,6.86,2.36,0.11,1.73,3.72,0.33,0.68,8.8,,,7,,18,5,,,,32,559,18,222,,,623,27,58,7.3,30,6.3,1.8,5.4,0.83,4,0.71,1.8,0.23,1.5,0.22,,,,,,,,,,,,39.30131004,14.18918919,2.769806613,64.66000366
Normal,56.28,0.71,15.63,5.55,5.85,4.09,0.09,2.04,3.91,0.21,0.72,12.5,,150,182,,24.4,36,40,85,,38.49,452,13.3,140,6.55,,612,17.78,38.04,4.57,18.43,3.72,0.95,3.05,0.47,2.59,0.53,1.46,0.21,1.37,0.21,3.75,0.4,9.59,4.04,0.8,0.512444,0.706441,,,,151.4851485,25.88064047,8.378378378,3.088979668,66.12999725
Normal,56.28,1.44,16.48,7.17,6.71,4.2,0.09,2.46,4.15,0.48,-0.2,1.27,,6.43,2,,0.478,0.687,3.63,36.8,14,174,160,8.61,63.8,14.7,5.08,780,7.07,21.2,1.82,6.04,1.36,0.24,1.42,0.229,1.54,0.315,1.01,0.168,1.14,0.187,2.94,0.904,12.9,8.37,2.2,,,,,,93.18996416,10.29112082,3.063063063,3.359748266,55.61000061
Normal,56.3,1.147,16.7,6.97,6.93,4.2,0.102,2.11,3.78,0.303,,,,72,26,,24,14,20,81,23.2,66,816,11,201,13,,1636,,,,,,,,,,,,,,,,,,,,,,,,,,2381.368268,0,,51.70000076
Normal,56.32,1.19,15.72,,8.3,4.42,0.11,3.42,2.95,0.58,0.99,13,,99,,,17,13,10,83,23,129,607,18,231,23,,691,,,,,,,,,,,,,,,11,,19,15,5,,,,,,46.06666667,1005.822416,0,,58
Normal,56.33,1.273,15.18,7.93,5.78,2.67,0.16,1.71,3.89,0.367,-0.1583,27.9,,210.9,8.6,,,5.6,56.6,95.1,,42.12723543,418.8571942,36.5822686,202.6797713,8.094848742,,496.3041302,27.9,51.73279495,,29.68422317,,,,,,,,,,,,,,,,,,,,,,40.61135371,0,,39.16999817
Normal,56.33,1.35,15.22,,6.19,5.85,0.1,2.7,3.91,0.53,0.59,16,,160,150,,,164,50,101,22,46,1061,15,255,13,,1283,46.7,96,11.3,44.2,7.96,2.19,5.93,0.76,3.99,0.66,1.69,0.24,1.36,0.21,7.28,0.81,9,5.29,0.91,,,,,,242.5330813,67.97671033,17.92792793,3.791665752,61
Normal,56.35,0.82,18.45,6.89,7.48,4.09,0.13,0.7,3.84,0.17,0.36,22,,176,63,,24,37,,71,17,20,448,16,82,2.7,1.1,231,8.1,18,2.6,11,2.8,0.93,2.9,,2.6,0.56,1.5,,1.6,0.24,2.1,0.13,4.8,1.4,0.36,,,,,,165,11.79039301,6.306306306,1.869619464,36
Normal,56.35,1.09,16,7.95,7.51,5.94,0.14,1.49,3.09,0.26,0.76,22,,205,128,1038,60,91,37,92,20,39,413,19,148,9,7,409,18,53,,25,,,,,,,,,,,,,7,4,4,,,,,,102.25,26.20087336,0,,57.25
Normal,56.35,1.46,16.54,6.94,6.46,4.17,0.1,2.4,4.15,0.48,0.89,3.555941023,,70.84577114,12,,57.78588808,6.683544304,28.14814815,68.385346,21,41.27320955,960,7.638959714,142.9657795,8.319201995,1.067331671,917.3228346,22.23350254,42.45524297,5.708165997,22.31947484,3.769230769,0.85203252,2.70437018,0.283360791,1.523287671,0.252619967,0.417204301,0.0763,0.50137741,0.0727,3.93442623,0.795480226,10.14354067,4.44549763,0.529756098,0.512304,0.706701,18.122,15.605,38.304,206.34874,32.36317691,8.489258489,3.812250146,55.61000061
Normal,56.38,0.81,17.63,7.77,7.59,2.77,0.12,2.86,4.06,0.39,,16.3,,,14,,28,20,,,,62,1195,,326,,1.8,863.3,35.1,66.2,,35.1,7.25,2.19,,0.936,,,,,2.69,0.374,6.6,0.86,,3.92,1.4,,,,,,220.2295918,51.09170306,16.32882883,3.128926367,60.75
Normal,56.39,1.43,16.4,,6.6,4.32,0.1,2.39,4.41,0.47,0.48,2.316145393,,16.74114441,2,,13.72391653,0.901528485,4.534031414,30.22778026,17,113.4431917,154.1755889,2.227848101,62.89308176,13.54356846,3.697617091,800.3875969,5.331114809,10.98236776,1.200526547,4.107526882,0.608633094,0.197977648,0.421458508,0.05056482,0.358818263,0.0798,0.242307692,0.0465,0.381478183,0.0643,2.392932268,1.094609876,11.54213037,4.393026941,1.102439024,,,,,,182.1950122,7.759992444,1.370795257,5.660942001,55.61000061
Normal,56.4,0.83,18.03,7.44,7.34,2.63,0.12,2.63,3.81,0.3,,13.7,,,9,,25,12,,,,,,,,,1.4,745,30.4,59.6,,36,6.61,2.11,,0.87,,,,,2.72,0.408,5.8,0.83,,3.5,1.1,,,,,,212.8571429,44.2503639,14.88738739,2.972339118,60.75
Normal,56.4,0.76,19.26,6.47,7.66,2.3,0.16,1.75,3.68,0.38,0.8,5.11,,,13,,14,,,,21,44,595,23,177,11.77,1.2,492,24,50,6.1,26,5.6,1.6,5,,4.5,0.88,2.4,0.37,2.4,0.36,4.9,0.88,6.82,3.12,0.72,0.512543,0.70573,,,,157.6923077,34.93449782,12.61261261,2.769806613,64.66000366
Normal,56.4,1.145,16.5,6.6,6.77,4.57,0.097,1.81,3.6,0.291,0.977043891,9,,86,19,,8,5,6,71,19,190,276,24,161,14.4,14.4,491,41,80,,37.3,7.7,,,,,,,,2.2,,4.5,,21,18.6,4.5,0.512269,0.707895,18.70874598,15.63182578,38.71533477,26.39784946,59.6797671,17.34234234,3.441274882,58.15999985
Normal,56.4,1.11,17.72,7.02,8.07,2.2,0.12,1.53,3.66,0.31,,17,,188,120,,25,43,31,78,23,24,858,17,204,7.8,0.62,,21,44,5.3,22,4.2,1.3,3.6,0.5,2.8,0.53,1.4,0.19,1.1,0.17,,,6.3,2.6,0.5,,,,,,0,0,49.54954955,0,57.25
Normal,56.4,1.06,17.5,7.2,7.13,3.94,0.1,1.89,2.96,0.22,0.5,16.6,,71.1,35,,19.6,8.1,43.2,92,21,30.1,520,16,76.3,5.7,3.5,476,16.9,40.3,5.2,20.2,4.1,1.3,4.2,0.6,3.8,0.7,2.2,0.3,2,0.3,3.2,0.3,13.2,4.1,0.4,0.51243,0.7063,18.85588755,15.69004371,38.94027854,116.097561,24.59970888,9.234234234,2.663968474,66.33999634
Normal,56.4,0.734,15.8,6.56,6.77,6.04,0.117,1.74,3.9,0.168,0.983438168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,66.12999725
Normal,56.4,1.07,17.4,7.3,6.8,3.9,0.1,2.2,3.7,0.28,0.5,,,180,31,,28,14,20,95,,55,603,21,159,7,,710,,,,,,,,,,,,,,,,,,,,,0.70669,,,,,1033.478894,0,,66.12999725
Normal,56.4,0.995,17.7,6.31,6.44,3.31,0.095,2.22,4.17,0.318,,8.1,,80,6.8,,10.2,7.2,,,,59,499,18,152,12,1.03,773,26.5,60.9,,23.3,4.75,1.22,,0.476,,,,,1.6,0.242,4.37,0.88,10,6.14,1.84,,,,,,125.8957655,38.57350801,10.6981982,3.605607906,42.5
Normal,56.4,1.295,17,7.49,6.01,3.01,0.126,2.49,3.96,0.368,,18.75178938,,185.7112898,106,,30.86395462,64.97915533,62.25804802,122.9777314,20,73.39564891,1137.767356,20.3466399,283.8037093,27.83436924,12.28959876,1179.694919,59.74600652,121.3859121,14.20445728,54.03802063,9.009029703,2.427042439,7.867287671,1.000516935,4.622508091,0.794389968,2.221223871,0.258137931,1.587872068,0.240006981,7.153045938,1.194819263,10.08117266,8.786610457,1.558364711,0.512125,0.707427,17.82643487,15.58915537,38.50872733,134.2605234,86.9665306,20.29060744,4.286048649,42.5
Normal,56.41,1.44,15.55,6.94,6.83,6.68,0.13,2.92,3.1,,,18.2,,,328,,27.3,91,,,,,630,,,,11,585,42.6,98.1,,41,8.62,1.91,,0.945,,,,,2.08,0.268,5.2,3,,14,7.1,0.512465,0.706235,,,,41.78571429,62.00873362,19.41441441,3.193953333,58
Normal,56.41,1.44,15.55,6.94,6.83,6.68,0.13,2.92,3.1,,,,,117,5,,24,14,34,87,,84,1378,19,196,19,,1353,,,,,,,,,,,,,,,,,,,,,,,,,,1969.432314,0,,58
Normal,56.41,0.78,16.16,6.49,6.55,5.48,0.12,1.61,3.49,0.22,0.72,18.1,,168,341,,26.2,71,49,97,,38.5,531,15.1,129,6.27,,586,17.53,37.62,4.63,18.97,3.95,1.01,3.29,0.51,2.83,0.59,1.64,0.24,1.54,0.25,3.4,0.46,11.38,3.39,0.73,0.512414,0.706492,,,,172.8613569,25.51673945,8.896396396,2.868210713,66.12999725
Normal,56.47,1.03,17.26,6.85,6.64,2.64,0.13,2,3.28,0.31,0.99,9.9,,,4,,17,6,,,22,50,603,19,223,12.8,1.25,676,29,60,7.5,30,6.1,1.7,5.1,0.82,4,0.72,2,0.26,1.8,0.27,5.45,0.78,8.9,3.96,0.94,,,,,,170.7070707,42.2125182,13.73873874,3.072517718,64.66000366
Normal,56.47,1.4,16.58,,6.56,4.01,0.1,2.26,4.14,0.43,,10.13793103,,102.0435967,19.38,,13.17204301,9.070686767,35.25856279,72.76124567,,49.74268594,497.4184783,13.14366999,160.028399,7.104477612,1.58913649,808.7378641,20.94017094,44.57264957,5.139672588,20,3.544179523,0.908720113,2.923615978,0.387047354,2.338266385,0.459192201,1.249472944,0.187054344,1.223300971,0.194893319,4.012644889,0.489848812,10.15341702,4.813110181,0.715164221,,,,,,168.0281219,30.48059817,7.982386313,3.818481964,55.61000061
Normal,56.48,0.79,18.75,7.26,7.66,3.76,0.14,0.68,3.83,0.15,,18.7,,128,7.6,,,12,,79,19.3,18.1,350,19.1,88,3.2,0.9,175,6.59,17.3,,10.9,2.89,0.95,,0.45,,,,,1.9,0.27,2.38,,6.7,1.4,,,,,,,125,9.592430859,6.509009009,1.473716021,36
Normal,56.48,1.1,16.98,7.51,7.7,4.89,0.12,1.45,3.45,0.26,0.69,20,,206,93,956,64,81,61,89,20,40,453,18,149,9,7,503,32,57,,25,,,,,,,,,,,,,7,4,4,,,,,,125.75,46.57933042,0,,57.25
Normal,56.49,1.05,15.07,8.2,7.67,7.03,0.14,1.42,3.08,0.23,0.66,25,,212,174,1092,75,118,59,91,19,36,386,18,138,8,7,444,22,47,,26,,,,,,,,,,,,,7,4,4,,,,,,111,32.02328967,0,,57.25
Normal,56.49,0.81,17.07,6.73,6.54,4.11,0.11,1.84,3.87,0.24,0.35,15.2,,159,73,,31.4,24,60,93,,38.9,593,14.2,135,5,,662,17.42,36.49,4.58,18.84,3.78,1.02,3.34,0.48,2.79,0.54,1.48,0.21,1.33,0.22,3.29,0.31,8.38,3.03,0.64,0.512476,0.705681,,,,218.4818482,25.356623,8.513513514,2.978396987,66.12999725
Normal,56.4947667,0.7917016,16.86772755,7.8358041,6.43648585,2.6842911,0.1133703,1.78900005,2.08491305,0.2027412,3.926825422,23.97978422,,176.513,13.731,,,4.8755,13.333,92.0375,17.8105,31.15467675,376.0502761,17.76067707,66.75094061,3.713104902,0.460558002,993.6892284,7.189292373,14.16921455,2.134114418,9.688068474,2.681369507,0.920590765,3.146544491,0.539907259,3.376483915,0.705422238,1.973034107,0.280257067,1.831706486,0.284200817,1.909727034,0.282774299,4.308957257,1.308267053,0.529974311,,,,,,759.5461692,10.46476328,6.039120511,1.73282902,42
Normal,56.5,1.4,16.48,,6.5,4.05,0.1,2.28,4.13,0.42,0.33,1.55,,22.19,7,,3.4,1.55,7.56,44.98,16,77.78,220.02,6.29,177.59,12.73,1.61,834.73,18.01,46.97,3.82,13.21,2.09,0.54,1.67,0.23,1.28,0.24,0.71,0.1,0.73,0.11,4.96,1.02,13.02,7.14,1.47,0.512297,0.70673,18.067,15.603,37.988,116.9089636,26.2154294,4.707207207,5.56921084,55.61000061
Normal,,,,,,,,,,,,,,,,,,,,,,74,560,,,,,,,,,,,,,,,,,,,,,,,,,,0.70588,,,,,,,,54.41999817
Normal,56.5,0.942,17.4,6.35,6.83,3.1,0.112,2.01,3.98,0.27,,10.91,,102,9.1,,14.3,5,,,,112,612,22,150,11,6,693,28.8,56,,25,4.95,1.18,,0.6,,,,,1.4,0.3,5.3,0.7,12,14.3,3.5,,,,,,48.46153846,41.92139738,11.14864865,3.76022231,42.5
Normal,56.5,0.892,16.8,6.97,7.25,4.4,0.127,1.76,3.51,0.239,,17,,152,13,,14,21,22,204,21,63,486,19,134,8,,729,,,,,,,,,,,,,,,,,15,,,0.512266,0.706929,18.18594057,15.62367298,38.54083672,,1061.135371,0,,51.70000076
Normal,56.5,0.949,17.6,6.72,6.39,3.04,0.122,2.32,4.25,0.38,,21.41352313,,225.3659208,34,,29.5114656,32.19123506,97.28065675,124.3191011,22,56.52524781,821.192053,25.73917137,221.6518771,9.383240223,1.156277635,606.8268015,29.85294118,66.43198529,8.539526066,34.70985915,7.416425121,1.55255102,6.663461538,0.754165572,4.809756098,0.768683578,2.485845214,0.271532967,2.048575163,0.25535014,5.622832755,0.454677165,9.578944785,3.913159851,0.799110024,,,,,,155.0733485,43.45406285,16.70366018,2.601469521,51.70000076
Normal,56.51,1.07,15.61,8.26,7.38,6.59,0.13,1.15,3.24,0.24,1.05,23,,199,142,1043,57,94,20,93,20,36,388,20,145,8,7,379,20,53,,26,,,,,,,,,,,,,8,4,4,,,,,,94.75,29.11208151,0,,57.25
Normal,56.52,1.52,18.32,,5.16,2.67,0.14,2.42,4.92,0.44,,,,111,3,,,8,,,,59,640,32,294,16,,630,,,,,,,,,,,,,,,,,,,,,,,,,,917.0305677,0,,38
Normal,56.52,0.76,15.72,6.41,6.6,5.84,0.11,1.77,3.61,0.19,0.31,16.3,,166,380,,29.9,80,39,91,,38.65,465,14,126,5.98,,564,16.43,35.69,4.36,17.82,3.71,0.96,3.1,0.47,2.65,0.55,1.54,0.22,1.45,0.23,3.36,0.43,9.46,3.39,0.71,0.512419,0.706223,,,,166.3716814,23.91557496,8.355855856,2.8621335,66.12999725
Normal,56.52,1.43,16.59,,6.72,4.23,0.1,2.39,4.16,0.48,0.49,8,,85,22,,10,12,29,82,21,86,642,11.5,208,10.1,0,1212,47,84,,42.5,8.6,,,,,,,,1.3,,4.8,,14,6.1,1.6,,0.70675,18.138,15.611,38.373,198.6885246,68.41339156,19.36936937,3.532040215,55.61000061
Normal,56.53,1.12,16.51,7.85,7.34,5.36,0.13,1.48,3.36,0.32,0.86,23,,210,106,998,60,85,55,92,20,40,415,18,153,10,7,378,23,47,,23,,,,,,,,,,,,,7,4,4,,,,,,94.5,33.47889374,0,,57.25
Normal,56.53,1.07,17.85,6.79,7.56,4.53,0.11,1.49,3.81,0.28,0.88,18,,173,103,835,38,68,58,82,21,36,523,16,150,9,7,418,23,57,,27,,,,,,,,,,,,,7,4,4,,,,,,104.5,33.47889374,0,,57.25
Normal,56.54,0.83,18.17,7.12,7.55,3.58,0.16,0.68,3.55,0.16,,19.4,,129,4.1,,18.7,10,,75.1,,,352,,104,3.6,,195,7.55,19.9,,12.1,3.32,1.03,,0.5,,,,,2.1,0.32,2.69,0.2,,1.3,,,,,,,150,10.98981077,7.477477477,1.469721681,36
Normal,56.54,0.98,18.8,6.1,6.9,2.73,0.08,1.96,4.18,0.26,0.81,1.799735851,,2.930783018,8,,0.33225825,2.886367799,3.033811614,23.47744601,19,213.8389084,27.73737053,9.646107116,77.68827229,19.80963291,9.287886824,58.44209632,37.33609139,65.37709836,6.182091003,19.58988895,3.440693709,,2.888139913,,1.514187722,,0.754879529,,0.837571288,,2.749411974,8.343343333,22.8455801,23.69427053,7.229880997,0.512426,0.70556,18.606,15.616,38.48,2.466507515,54.3465668,7.749310155,7.013084482,66.12999725
Normal,56.54,1.385,16.39,,6.39,4.15,0.125,2.24,4.07,0.421,0.56,,,,,,,42,,,,44,565,18,161,8,,,21.7,44.7,,22,4.57,1.2,,0.55,,,,0.25,1.57,,4.12,0.39,,4.24,,,,,,,0,0,49.54954955,0,55.61000061
Normal,56.55,1.12,17.54,7.34,7.34,4.56,0.12,1.48,3.49,0.28,0.94,18,,197,75,933,42,59,60,90,21,40,440,18,153,10,7,385,21,47,,26,,,,,,,,,,,,,7,4,4,,,,,,96.25,30.56768559,0,,57.25
Normal,56.55,1.4,16.36,,6.39,4.05,0.14,2.24,4.11,0.42,0.4,22.74499898,,197,43,,27.57298438,48.15033555,73.57619927,189.6931527,20,48.39344472,645.8315825,15.05611005,153,8,1.459450329,612.4941542,21.29683148,49.35708186,5.995812952,23.67311823,4.862511783,1.238408122,6.1,0.532413847,2.965607837,0.567303309,1.601020556,0.232187854,1.543377054,0.225110282,3.403411505,0.540621011,9.789466321,5.374088447,1.146787191,,,,,,113.9717294,30.9997547,10.95160311,2.830613416,55.61000061
Normal,56.56,1.26,15.52,4.63,3.9,1.9,0.15,2.24,5.75,0.46,1.7,,,93,4,,7,6,8,98,22,55,351,52,432,21,,773,78,126,,,,,,,,,,,,,,,14,6,3,,,,,,128.8333333,1125.181951,0,,37
Normal,56.6,0.85,17.58,7.07,7.34,2.24,0.11,2.81,4.04,0.33,,13.2,,,66,,19,6,,,,69,1103,,254,,1,754,28.7,59.8,,36.7,6.28,2.04,,0.793,,,,,2.61,0.396,5.6,0.84,,3.4,0.9,,0.703869,,,,221.7647059,41.77583697,14.14414414,2.953578283,60.75
